session_id,alias_changes,attempted,case,cfo_rms_hz,common,delay_rms_ns,profile,raw_cfo_rms_hz,recovered
scan-hop-bdb97ee3a5264d7d,0,16,frequency,0.07138418846960423,9,0.1799154968363049,joint512,0.07138418846696819,9
scan-hop-bdb97ee3a5264d7d,0,16,delay,1.2272733215613443,9,2.5944357743171857,grid512,1.2272733215613443,9
scan-hop-bdb97ee3a5264d7d,0,16,delay,1.3291477194535612,9,2.6138622252879276,grid8192,1.3291477194535612,9
scan-hop-bdb97ee3a5264d7d,0,16,delay,1.1955246989507828,9,2.5930717918651403,local512,1.1955246989507828,9
scan-hop-bdb97ee3a5264d7d,0,16,delay,1.0254184276531204,9,2.0961950977227124,joint512,1.0254184276531204,9
scan-hop-dc5eb69c6fabf708,0,16,frequency,21.801789308511427,9,0.3370080788989228,grid512,21.801789308512507,9
scan-hop-dc5eb69c6fabf708,0,16,frequency,12.71644053017432,9,0.017674374453113546,grid8192,12.716440530173305,9
scan-hop-dc5eb69c6fabf708,0,16,frequency,0.12068934691704407,9,0.33526579320622407,local512,0.12068934691915625,9
scan-hop-dc5eb69c6fabf708,0,16,frequency,0.46026606328030695,9,1.163837398433511,joint512,0.4602660632821181,9
scan-hop-dc5eb69c6fabf708,0,16,delay,1.308710249661602,8,2.3351469540272327,grid512,1.308710249659618,8
scan-hop-dc5eb69c6fabf708,0,16,delay,9.137314917599161,8,2.3413363470584447,grid8192,9.137314917598877,8
scan-hop-dc5eb69c6fabf708,0,16,delay,1.1171296477034895,8,2.33090845093346,local512,1.1171296477029917,8
scan-hop-dc5eb69c6fabf708,0,16,delay,1.2659484911463923,8,2.960915348646313,joint512,1.2659484911461316,8
scan-hop-b92871e1644b09d0,0,16,frequency,29.7471620801216,4,0.17048278312661092,grid512,29.74716208012316,4
scan-hop-b92871e1644b09d0,0,16,frequency,14.43026206234863,4,0.017226946629301798,grid8192,14.430262062349987,4
scan-hop-b92871e1644b09d0,0,16,frequency,0.05574081095502559,4,0.1681688041075224,local512,0.05574081095457423,4
scan-hop-b92871e1644b09d0,0,16,frequency,0.018557247878213896,4,0.1679388883711278,joint512,0.018557247879346792,4
scan-hop-b92871e1644b09d0,0,16,delay,0.6274807001555419,4,1.6558533425233106,grid512,0.6274807001559937,4
scan-hop-b92871e1644b09d0,0,16,delay,0.6274807001555419,4,1.5538530426279062,grid8192,0.6274807001559937,4
scan-hop-b92871e1644b09d0,0,16,delay,0.667401048444773,4,1.655911175307652,local512,0.6674010484436536,4
scan-hop-b92871e1644b09d0,0,16,delay,0.667401048444773,4,1.4707763484499121,joint512,0.6674010484436536,4
